,time_playing,Period,RTNG,GMS,Name,FideID,rtng_diff,ratio
178,1,2000-01-01,2459,20,radjabov,13400924,0.0,0.008133387555917039
177,2,2000-07-01,2476,30,radjabov,13400924,17.0,0.012116316639741519
176,3,2000-10-01,2476,0,radjabov,13400924,0.0,0.0
174,4,2001-04-01,2533,22,radjabov,13400924,57.0,0.008685353335965259
175,5,2001-01-01,2483,30,radjabov,13400924,-50.0,0.012082158679017317
173,6,2001-07-01,2558,29,radjabov,13400924,75.0,0.011336982017200938
172,7,2001-10-01,2567,9,radjabov,13400924,9.0,0.003506038176860148
170,8,2002-04-01,2610,9,radjabov,13400924,43.0,0.0034482758620689655
171,9,2002-01-01,2599,20,radjabov,13400924,-11.0,0.007695267410542516
169,10,2002-07-01,2618,9,radjabov,13400924,19.0,0.003437738731856379
168,11,2002-10-01,2628,8,radjabov,13400924,10.0,0.0030441400304414
166,12,2003-04-01,2644,25,radjabov,13400924,16.0,0.009455370650529501
167,13,2003-01-01,2624,23,radjabov,13400924,-20.0,0.008765243902439025
165,14,2003-07-01,2648,9,radjabov,13400924,24.0,0.0033987915407854984
164,15,2003-10-01,2650,19,radjabov,13400924,2.0,0.007169811320754717
162,16,2004-04-01,2670,12,radjabov,13400924,20.0,0.0044943820224719105
163,17,2004-01-01,2656,9,radjabov,13400924,-14.0,0.00338855421686747
161,18,2004-07-01,2664,15,radjabov,13400924,8.0,0.00563063063063063
160,19,2004-10-01,2663,14,radjabov,13400924,-1.0,0.005257228689447991
158,20,2005-04-01,2673,9,radjabov,13400924,10.0,0.003367003367003367
159,21,2005-01-01,2667,18,radjabov,13400924,-6.0,0.006749156355455568
157,22,2005-07-01,2682,12,radjabov,13400924,15.0,0.0044742729306487695
156,23,2005-10-01,2704,22,radjabov,13400924,22.0,0.008136094674556213
154,24,2006-04-01,2717,14,radjabov,13400924,13.0,0.005152741994847258
155,25,2006-01-01,2700,17,radjabov,13400924,-17.0,0.006296296296296296
153,26,2006-07-01,2728,20,radjabov,13400924,28.0,0.007331378299120235
152,27,2006-10-01,2729,10,radjabov,13400924,1.0,0.003664345914254306
150,28,2007-04-01,2747,13,radjabov,13400924,18.0,0.004732435384055333
151,29,2007-01-01,2729,6,radjabov,13400924,-18.0,0.0021986075485525836
149,30,2007-07-01,2746,7,radjabov,13400924,17.0,0.0025491624180626364
148,31,2007-10-01,2742,9,radjabov,13400924,-4.0,0.0032822757111597373
146,32,2008-04-01,2751,27,radjabov,13400924,9.0,0.009814612868047983
147,33,2008-01-01,2735,20,radjabov,13400924,-16.0,0.007312614259597806
145,34,2008-07-01,2744,31,radjabov,13400924,9.0,0.01129737609329446
144,35,2008-10-01,2752,23,radjabov,13400924,8.0,0.008357558139534883
142,36,2009-04-01,2756,27,radjabov,13400924,4.0,0.009796806966618287
143,37,2009-01-01,2761,27,radjabov,13400924,5.0,0.009779065555957986
141,38,2009-07-01,2756,0,radjabov,13400924,-5.0,0.0
139,39,2009-11-01,2748,10,radjabov,13400924,-8.0,0.00363901018922853
140,40,2009-09-01,2757,10,radjabov,13400924,9.0,0.003627130939426913
138,41,2010-01-01,2733,13,radjabov,13400924,-24.0,0.004756677643615075
135,42,2010-07-01,2748,23,radjabov,13400924,15.0,0.008369723435225618
137,43,2010-03-01,2740,7,radjabov,13400924,-8.0,0.0025547445255474453
136,44,2010-05-01,2740,0,radjabov,13400924,0.0,0.0
133,45,2010-11-01,2744,14,radjabov,13400924,4.0,0.00510204081632653
134,46,2010-09-01,2748,0,radjabov,13400924,4.0,0.0
132,47,2011-01-01,2744,0,radjabov,13400924,-4.0,0.0
129,48,2011-07-01,2744,14,radjabov,13400924,0.0,0.00510204081632653
131,49,2011-03-01,2744,0,radjabov,13400924,0.0,0.0
130,50,2011-05-01,2744,0,radjabov,13400924,0.0,0.0
127,51,2011-11-01,2781,15,radjabov,13400924,37.0,0.005393743257820928
128,52,2011-09-01,2752,9,radjabov,13400924,-29.0,0.0032703488372093025
122,53,2012-08-01,2788,0,radjabov,13400924,36.0,0.0
118,54,2012-12-01,2793,0,radjabov,13400924,5.0,0.0
126,55,2012-01-01,2773,9,radjabov,13400924,-20.0,0.0032455824017309774
123,56,2012-07-01,2788,9,radjabov,13400924,15.0,0.0032281205164992827
125,57,2012-03-01,2784,13,radjabov,13400924,-4.0,0.004669540229885058
124,58,2012-05-01,2784,0,radjabov,13400924,0.0,0.0
119,59,2012-11-01,2793,6,radjabov,13400924,9.0,0.0021482277121374865
120,60,2012-10-01,2792,9,radjabov,13400924,-1.0,0.0032234957020057307
121,61,2012-09-01,2788,0,radjabov,13400924,-4.0,0.0
114,62,2013-04-01,2793,0,radjabov,13400924,5.0,0.0
110,63,2013-08-01,2733,0,radjabov,13400924,-60.0,0.0
106,64,2013-12-01,2713,8,radjabov,13400924,-20.0,0.002948765204570586
116,65,2013-02-01,2793,0,radjabov,13400924,80.0,0.0
117,66,2013-01-01,2793,0,radjabov,13400924,0.0,0.0
111,67,2013-07-01,2733,0,radjabov,13400924,-60.0,0.0
112,68,2013-06-01,2733,9,radjabov,13400924,0.0,0.003293084522502744
115,69,2013-03-01,2793,0,radjabov,13400924,60.0,0.0
113,70,2013-05-01,2745,25,radjabov,13400924,-48.0,0.009107468123861567
107,71,2013-11-01,2715,12,radjabov,13400924,-30.0,0.004419889502762431
108,72,2013-10-01,2723,6,radjabov,13400924,8.0,0.0022034520749173708
109,73,2013-09-01,2733,0,radjabov,13400924,10.0,0.0
102,74,2014-04-01,2713,0,radjabov,13400924,-20.0,0.0
98,75,2014-08-01,2724,0,radjabov,13400924,11.0,0.0
94,76,2014-12-01,2734,11,radjabov,13400924,10.0,0.004023408924652524
104,77,2014-02-01,2713,0,radjabov,13400924,-21.0,0.0
105,78,2014-01-01,2713,0,radjabov,13400924,0.0,0.0
99,79,2014-07-01,2724,0,radjabov,13400924,11.0,0.0
100,80,2014-06-01,2724,10,radjabov,13400924,0.0,0.003671071953010279
103,81,2014-03-01,2713,0,radjabov,13400924,-11.0,0.0
101,82,2014-05-01,2713,0,radjabov,13400924,0.0,0.0
95,83,2014-11-01,2730,11,radjabov,13400924,17.0,0.00402930402930403
96,84,2014-10-01,2726,6,radjabov,13400924,-4.0,0.0022010271460014674
97,85,2014-09-01,2717,10,radjabov,13400924,-9.0,0.00368052999631947
90,86,2015-04-01,2738,0,radjabov,13400924,21.0,0.0
86,87,2015-08-01,2738,0,radjabov,13400924,0.0,0.0
82,88,2015-12-01,2726,8,radjabov,13400924,-12.0,0.00293470286133529
92,89,2015-02-01,2731,13,radjabov,13400924,5.0,0.004760161113145368
93,90,2015-01-01,2734,0,radjabov,13400924,3.0,0.0
87,91,2015-07-01,2738,0,radjabov,13400924,4.0,0.0
88,92,2015-06-01,2738,0,radjabov,13400924,0.0,0.0
91,93,2015-03-01,2738,11,radjabov,13400924,0.0,0.004017531044558071
89,94,2015-05-01,2738,0,radjabov,13400924,0.0,0.0
83,95,2015-11-01,2739,11,radjabov,13400924,1.0,0.004016064257028112
84,96,2015-10-01,2738,0,radjabov,13400924,-1.0,0.0
85,97,2015-09-01,2738,0,radjabov,13400924,0.0,0.0
78,98,2016-04-01,2726,0,radjabov,13400924,-12.0,0.0
74,99,2016-08-01,2722,0,radjabov,13400924,-4.0,0.0
70,100,2016-12-01,2710,7,radjabov,13400924,-12.0,0.0025830258302583027
80,101,2016-02-01,2726,0,radjabov,13400924,16.0,0.0
81,102,2016-01-01,2726,0,radjabov,13400924,0.0,0.0
75,103,2016-07-01,2722,9,radjabov,13400924,-4.0,0.0033063923585598823
76,104,2016-06-01,2726,0,radjabov,13400924,4.0,0.0
79,105,2016-03-01,2726,0,radjabov,13400924,0.0,0.0
77,106,2016-05-01,2726,0,radjabov,13400924,0.0,0.0
71,107,2016-11-01,2696,6,radjabov,13400924,-30.0,0.002225519287833828
72,108,2016-10-01,2710,10,radjabov,13400924,14.0,0.0036900369003690036
73,109,2016-09-01,2722,0,radjabov,13400924,12.0,0.0
66,110,2017-04-01,2710,0,radjabov,13400924,-12.0,0.0
62,111,2017-08-01,2742,9,radjabov,13400924,32.0,0.0032822757111597373
58,112,2017-12-01,2748,17,radjabov,13400924,6.0,0.006186317321688501
68,113,2017-02-01,2710,0,radjabov,13400924,-38.0,0.0
69,114,2017-01-01,2710,0,radjabov,13400924,0.0,0.0
63,115,2017-07-01,2724,0,radjabov,13400924,14.0,0.0
64,116,2017-06-01,2724,18,radjabov,13400924,0.0,0.006607929515418502
67,117,2017-03-01,2710,0,radjabov,13400924,-14.0,0.0
65,118,2017-05-01,2710,0,radjabov,13400924,0.0,0.0
59,119,2017-11-01,2741,0,radjabov,13400924,31.0,0.0
60,120,2017-10-01,2741,4,radjabov,13400924,0.0,0.001459321415541773
61,121,2017-09-01,2742,0,radjabov,13400924,1.0,0.0
54,122,2018-04-01,2748,0,radjabov,13400924,6.0,0.0
50,123,2018-08-01,2751,0,radjabov,13400924,3.0,0.0
46,124,2018-12-01,2757,0,radjabov,13400924,6.0,0.0
56,125,2018-02-01,2748,0,radjabov,13400924,-9.0,0.0
57,126,2018-01-01,2748,0,radjabov,13400924,0.0,0.0
51,127,2018-07-01,2751,0,radjabov,13400924,3.0,0.0
52,128,2018-06-01,2751,0,radjabov,13400924,0.0,0.0
55,129,2018-03-01,2748,0,radjabov,13400924,-3.0,0.0
53,130,2018-05-01,2751,9,radjabov,13400924,3.0,0.003271537622682661
47,131,2018-11-01,2757,10,radjabov,13400924,6.0,0.003627130939426913
48,132,2018-10-01,2751,0,radjabov,13400924,-6.0,0.0
49,133,2018-09-01,2751,0,radjabov,13400924,0.0,0.0
42,134,2019-04-01,2756,0,radjabov,13400924,5.0,0.0
38,135,2019-08-01,2758,7,radjabov,13400924,2.0,0.0025380710659898475
34,136,2019-12-01,2765,2,radjabov,13400924,7.0,0.0007233273056057866
44,137,2019-02-01,2756,13,radjabov,13400924,-9.0,0.0047169811320754715
45,138,2019-01-01,2757,0,radjabov,13400924,1.0,0.0
39,139,2019-07-01,2759,0,radjabov,13400924,2.0,0.0
40,140,2019-06-01,2759,2,radjabov,13400924,0.0,0.0007249003262051468
43,141,2019-03-01,2756,0,radjabov,13400924,-3.0,0.0
41,142,2019-05-01,2759,9,radjabov,13400924,3.0,0.0032620514679231605
35,143,2019-11-01,2767,16,radjabov,13400924,8.0,0.005782435851102277
36,144,2019-10-01,2758,0,radjabov,13400924,-9.0,0.0
37,145,2019-09-01,2758,0,radjabov,13400924,0.0,0.0
30,146,2020-04-01,2765,0,radjabov,13400924,7.0,0.0
26,147,2020-08-01,2765,0,radjabov,13400924,0.0,0.0
22,148,2020-12-01,2765,0,radjabov,13400924,0.0,0.0
32,149,2020-02-01,2765,0,radjabov,13400924,0.0,0.0
33,150,2020-01-01,2765,0,radjabov,13400924,0.0,0.0
27,151,2020-07-01,2765,0,radjabov,13400924,0.0,0.0
28,152,2020-06-01,2765,0,radjabov,13400924,0.0,0.0
31,153,2020-03-01,2765,0,radjabov,13400924,0.0,0.0
29,154,2020-05-01,2765,0,radjabov,13400924,0.0,0.0
23,155,2020-11-01,2765,0,radjabov,13400924,0.0,0.0
24,156,2020-10-01,2765,0,radjabov,13400924,0.0,0.0
25,157,2020-09-01,2765,0,radjabov,13400924,0.0,0.0
18,158,2021-04-01,2765,0,radjabov,13400924,0.0,0.0
14,159,2021-08-01,2763,0,radjabov,13400924,-2.0,0.0
10,160,2021-12-01,2753,8,radjabov,13400924,-10.0,0.002905920813657828
20,161,2021-02-01,2765,0,radjabov,13400924,12.0,0.0
21,162,2021-01-01,2765,0,radjabov,13400924,0.0,0.0
15,163,2021-07-01,2763,9,radjabov,13400924,-2.0,0.003257328990228013
16,164,2021-06-01,2765,0,radjabov,13400924,2.0,0.0
19,165,2021-03-01,2765,0,radjabov,13400924,0.0,0.0
17,166,2021-05-01,2765,0,radjabov,13400924,0.0,0.0
11,167,2021-11-01,2763,0,radjabov,13400924,-2.0,0.0
12,168,2021-10-01,2763,0,radjabov,13400924,0.0,0.0
13,169,2021-09-01,2763,0,radjabov,13400924,0.0,0.0
6,170,2022-04-01,2753,0,radjabov,13400924,-10.0,0.0
2,171,2022-08-01,2747,14,radjabov,13400924,-6.0,0.005096468875136513
8,172,2022-02-01,2753,0,radjabov,13400924,6.0,0.0
9,173,2022-01-01,2753,0,radjabov,13400924,0.0,0.0
3,174,2022-07-01,2738,9,radjabov,13400924,-15.0,0.003287070854638422
4,175,2022-06-01,2753,0,radjabov,13400924,15.0,0.0
7,176,2022-03-01,2753,0,radjabov,13400924,0.0,0.0
5,177,2022-05-01,2753,0,radjabov,13400924,0.0,0.0
0,178,2022-10-01,2747,0,radjabov,13400924,-6.0,0.0
1,179,2022-09-01,2747,0,radjabov,13400924,0.0,0.0
178,1,2000-01-01,2581,38,grischuk,4126025,0.0,0.014722975590856257
177,2,2000-07-01,2606,36,grischuk,4126025,25.0,0.013814274750575594
176,3,2000-10-01,2601,20,grischuk,4126025,-5.0,0.007689350249903883
174,4,2001-04-01,2667,10,grischuk,4126025,66.0,0.0037495313085864268
175,5,2001-01-01,2663,38,grischuk,4126025,-4.0,0.01426962072850169
173,6,2001-07-01,2669,20,grischuk,4126025,6.0,0.007493443237167478
172,7,2001-10-01,2666,16,grischuk,4126025,-3.0,0.006001500375093774
170,8,2002-04-01,2702,22,grischuk,4126025,36.0,0.008142116950407105
171,9,2002-01-01,2671,16,grischuk,4126025,-31.0,0.005990265818045676
169,10,2002-07-01,2702,2,grischuk,4126025,31.0,0.0007401924500370096
168,11,2002-10-01,2702,0,grischuk,4126025,0.0,0.0
166,12,2003-04-01,2701,22,grischuk,4126025,-1.0,0.008145131432802665
167,13,2003-01-01,2712,18,grischuk,4126025,11.0,0.00663716814159292
165,14,2003-07-01,2732,38,grischuk,4126025,20.0,0.013909224011713031
164,15,2003-10-01,2732,0,grischuk,4126025,0.0,0.0
162,16,2004-04-01,2719,0,grischuk,4126025,-13.0,0.0
163,17,2004-01-01,2719,22,grischuk,4126025,0.0,0.008091210003677823
161,18,2004-07-01,2705,25,grischuk,4126025,-14.0,0.009242144177449169
160,19,2004-10-01,2704,10,grischuk,4126025,-1.0,0.0036982248520710057
158,20,2005-04-01,2724,22,grischuk,4126025,20.0,0.008076358296622614
159,21,2005-01-01,2710,26,grischuk,4126025,-14.0,0.00959409594095941
157,22,2005-07-01,2720,17,grischuk,4126025,10.0,0.00625
156,23,2005-10-01,2720,0,grischuk,4126025,0.0,0.0
154,24,2006-04-01,2719,3,grischuk,4126025,-1.0,0.0011033468186833395
155,25,2006-01-01,2717,28,grischuk,4126025,-2.0,0.010305483989694516
153,26,2006-07-01,2709,28,grischuk,4126025,-8.0,0.0103359173126615
152,27,2006-10-01,2710,11,grischuk,4126025,1.0,0.004059040590405904
150,28,2007-04-01,2717,0,grischuk,4126025,7.0,0.0
151,29,2007-01-01,2717,16,grischuk,4126025,0.0,0.005888847994111152
149,30,2007-07-01,2726,18,grischuk,4126025,9.0,0.006603081438004402
148,31,2007-10-01,2715,23,grischuk,4126025,-11.0,0.00847145488029466
146,32,2008-04-01,2716,11,grischuk,4126025,1.0,0.004050073637702504
147,33,2008-01-01,2711,21,grischuk,4126025,-5.0,0.007746219107340465
145,34,2008-07-01,2728,21,grischuk,4126025,17.0,0.0076979472140762464
144,35,2008-10-01,2719,13,grischuk,4126025,-9.0,0.004781169547627804
142,36,2009-04-01,2748,14,grischuk,4126025,29.0,0.005094614264919942
143,37,2009-01-01,2733,28,grischuk,4126025,-15.0,0.010245151847786316
141,38,2009-07-01,2733,20,grischuk,4126025,0.0,0.007317965605561654
139,39,2009-11-01,2736,13,grischuk,4126025,3.0,0.004751461988304093
140,40,2009-09-01,2733,0,grischuk,4126025,-3.0,0.0
138,41,2010-01-01,2736,8,grischuk,4126025,3.0,0.0029239766081871343
135,42,2010-07-01,2760,0,grischuk,4126025,24.0,0.0
137,43,2010-03-01,2756,16,grischuk,4126025,-4.0,0.005805515239477504
136,44,2010-05-01,2760,18,grischuk,4126025,4.0,0.006521739130434782
133,45,2010-11-01,2771,15,grischuk,4126025,11.0,0.0054132082280765065
134,46,2010-09-01,2760,0,grischuk,4126025,-11.0,0.0
132,47,2011-01-01,2773,20,grischuk,4126025,13.0,0.00721240533717995
129,48,2011-07-01,2746,14,grischuk,4126025,-27.0,0.005098324836125273
131,49,2011-03-01,2747,13,grischuk,4126025,1.0,0.004732435384055333
130,50,2011-05-01,2747,0,grischuk,4126025,0.0,0.0
127,51,2011-11-01,2752,21,grischuk,4126025,5.0,0.007630813953488372
128,52,2011-09-01,2757,15,grischuk,4126025,5.0,0.00544069640914037
122,53,2012-08-01,2763,0,grischuk,4126025,6.0,0.0
118,54,2012-12-01,2764,0,grischuk,4126025,1.0,0.0
126,55,2012-01-01,2761,8,grischuk,4126025,-3.0,0.002897500905469033
123,56,2012-07-01,2763,9,grischuk,4126025,2.0,0.003257328990228013
125,57,2012-03-01,2761,0,grischuk,4126025,-2.0,0.0
124,58,2012-05-01,2761,0,grischuk,4126025,0.0,0.0
119,59,2012-11-01,2764,17,grischuk,4126025,3.0,0.006150506512301013
120,60,2012-10-01,2752,11,grischuk,4126025,-12.0,0.003997093023255814
121,61,2012-09-01,2754,9,grischuk,4126025,2.0,0.0032679738562091504
114,62,2013-04-01,2764,0,grischuk,4126025,10.0,0.0
110,63,2013-08-01,2785,11,grischuk,4126025,21.0,0.0039497307001795335
106,64,2013-12-01,2783,8,grischuk,4126025,-2.0,0.002874595759971254
116,65,2013-02-01,2764,0,grischuk,4126025,-19.0,0.0
117,66,2013-01-01,2764,0,grischuk,4126025,0.0,0.0
111,67,2013-07-01,2780,11,grischuk,4126025,16.0,0.003956834532374101
112,68,2013-06-01,2779,0,grischuk,4126025,-1.0,0.0
115,69,2013-03-01,2764,0,grischuk,4126025,-15.0,0.0
113,70,2013-05-01,2779,20,grischuk,4126025,15.0,0.007196833393306945
107,71,2013-11-01,2785,17,grischuk,4126025,6.0,0.006104129263913824
108,72,2013-10-01,2786,6,grischuk,4126025,1.0,0.0021536252692031586
109,73,2013-09-01,2785,0,grischuk,4126025,-1.0,0.0
102,74,2014-04-01,2777,0,grischuk,4126025,-8.0,0.0
98,75,2014-08-01,2795,0,grischuk,4126025,18.0,0.0
94,76,2014-12-01,2810,7,grischuk,4126025,15.0,0.002491103202846975
104,77,2014-02-01,2777,0,grischuk,4126025,-33.0,0.0
105,78,2014-01-01,2777,7,grischuk,4126025,0.0,0.0025207057976233344
99,79,2014-07-01,2795,9,grischuk,4126025,18.0,0.0032200357781753132
100,80,2014-06-01,2792,0,grischuk,4126025,-3.0,0.0
103,81,2014-03-01,2777,0,grischuk,4126025,-15.0,0.0
101,82,2014-05-01,2792,7,grischuk,4126025,15.0,0.002507163323782235
95,83,2014-11-01,2795,11,grischuk,4126025,3.0,0.003935599284436494
96,84,2014-10-01,2797,6,grischuk,4126025,2.0,0.0021451555237754737
97,85,2014-09-01,2789,9,grischuk,4126025,-8.0,0.0032269630692004303
90,86,2015-04-01,2794,0,grischuk,4126025,5.0,0.0
86,87,2015-08-01,2771,0,grischuk,4126025,-23.0,0.0
82,88,2015-12-01,2747,6,grischuk,4126025,-24.0,0.002184200946487077
92,89,2015-02-01,2810,0,grischuk,4126025,63.0,0.0
93,90,2015-01-01,2810,0,grischuk,4126025,0.0,0.0
87,91,2015-07-01,2771,9,grischuk,4126025,-39.0,0.003247924936845904
88,92,2015-06-01,2781,15,grischuk,4126025,10.0,0.005393743257820928
91,93,2015-03-01,2794,11,grischuk,4126025,13.0,0.003937007874015748
89,94,2015-05-01,2780,9,grischuk,4126025,-14.0,0.003237410071942446
83,95,2015-11-01,2750,13,grischuk,4126025,-30.0,0.0047272727272727275
84,96,2015-10-01,2774,9,grischuk,4126025,24.0,0.0032444124008651765
85,97,2015-09-01,2771,0,grischuk,4126025,-3.0,0.0
78,98,2016-04-01,2752,0,grischuk,4126025,-19.0,0.0
74,99,2016-08-01,2754,4,grischuk,4126025,2.0,0.0014524328249818446
70,100,2016-12-01,2737,7,grischuk,4126025,-17.0,0.0025575447570332483
80,101,2016-02-01,2752,0,grischuk,4126025,15.0,0.0
81,102,2016-01-01,2752,9,grischuk,4126025,0.0,0.0032703488372093025
75,103,2016-07-01,2747,0,grischuk,4126025,-5.0,0.0
76,104,2016-06-01,2747,8,grischuk,4126025,0.0,0.0029122679286494356
79,105,2016-03-01,2752,0,grischuk,4126025,5.0,0.0
77,106,2016-05-01,2752,0,grischuk,4126025,0.0,0.0
71,107,2016-11-01,2751,11,grischuk,4126025,-1.0,0.003998545983278807
72,108,2016-10-01,2752,9,grischuk,4126025,1.0,0.0032703488372093025
73,109,2016-09-01,2754,0,grischuk,4126025,2.0,0.0
66,110,2017-04-01,2750,0,grischuk,4126025,-4.0,0.0
62,111,2017-08-01,2783,17,grischuk,4126025,33.0,0.006108515989938915
58,112,2017-12-01,2772,8,grischuk,4126025,-11.0,0.002886002886002886
68,113,2017-02-01,2742,0,grischuk,4126025,-30.0,0.0
69,114,2017-01-01,2742,1,grischuk,4126025,0.0,0.00036469730123997083
63,115,2017-07-01,2761,0,grischuk,4126025,19.0,0.0
64,116,2017-06-01,2761,15,grischuk,4126025,0.0,0.005432814197754437
67,117,2017-03-01,2750,10,grischuk,4126025,-11.0,0.0036363636363636364
65,118,2017-05-01,2750,0,grischuk,4126025,0.0,0.0
59,119,2017-11-01,2782,5,grischuk,4126025,32.0,0.0017972681524083393
60,120,2017-10-01,2785,8,grischuk,4126025,3.0,0.002872531418312388
61,121,2017-09-01,2788,4,grischuk,4126025,3.0,0.0014347202295552368
54,122,2018-04-01,2766,14,grischuk,4126025,-22.0,0.005061460592913955
50,123,2018-08-01,2766,0,grischuk,4126025,0.0,0.0
46,124,2018-12-01,2771,0,grischuk,4126025,5.0,0.0
56,125,2018-02-01,2767,0,grischuk,4126025,-4.0,0.0
57,126,2018-01-01,2767,4,grischuk,4126025,0.0,0.0014456089627755693
51,127,2018-07-01,2766,0,grischuk,4126025,-1.0,0.0
52,128,2018-06-01,2766,0,grischuk,4126025,0.0,0.0
55,129,2018-03-01,2767,0,grischuk,4126025,1.0,0.0
53,130,2018-05-01,2766,0,grischuk,4126025,-1.0,0.0
47,131,2018-11-01,2771,9,grischuk,4126025,5.0,0.003247924936845904
48,132,2018-10-01,2769,0,grischuk,4126025,-2.0,0.0
49,133,2018-09-01,2769,9,grischuk,4126025,0.0,0.0032502708559046588
42,134,2019-04-01,2771,8,grischuk,4126025,2.0,0.00288704438830747
38,135,2019-08-01,2759,6,grischuk,4126025,-12.0,0.0021747009786154403
34,136,2019-12-01,2777,11,grischuk,4126025,18.0,0.003961109110550955
44,137,2019-02-01,2771,0,grischuk,4126025,-6.0,0.0
45,138,2019-01-01,2771,0,grischuk,4126025,0.0,0.0
39,139,2019-07-01,2766,9,grischuk,4126025,-5.0,0.0032537960954446853
40,140,2019-06-01,2775,11,grischuk,4126025,9.0,0.003963963963963964
43,141,2019-03-01,2771,0,grischuk,4126025,-4.0,0.0
41,142,2019-05-01,2772,9,grischuk,4126025,1.0,0.003246753246753247
35,143,2019-11-01,2764,21,grischuk,4126025,-8.0,0.007597684515195369
36,144,2019-10-01,2759,0,grischuk,4126025,-5.0,0.0
37,145,2019-09-01,2759,0,grischuk,4126025,0.0,0.0
30,146,2020-04-01,2777,7,grischuk,4126025,18.0,0.0025207057976233344
26,147,2020-08-01,2777,0,grischuk,4126025,0.0,0.0
22,148,2020-12-01,2777,0,grischuk,4126025,0.0,0.0
32,149,2020-02-01,2777,0,grischuk,4126025,0.0,0.0
33,150,2020-01-01,2777,0,grischuk,4126025,0.0,0.0
27,151,2020-07-01,2777,0,grischuk,4126025,0.0,0.0
28,152,2020-06-01,2777,0,grischuk,4126025,0.0,0.0
31,153,2020-03-01,2777,0,grischuk,4126025,0.0,0.0
29,154,2020-05-01,2777,0,grischuk,4126025,0.0,0.0
23,155,2020-11-01,2777,0,grischuk,4126025,0.0,0.0
24,156,2020-10-01,2777,0,grischuk,4126025,0.0,0.0
25,157,2020-09-01,2777,0,grischuk,4126025,0.0,0.0
18,158,2021-04-01,2777,0,grischuk,4126025,0.0,0.0
14,159,2021-08-01,2778,0,grischuk,4126025,1.0,0.0
10,160,2021-12-01,2764,9,grischuk,4126025,-14.0,0.003256150506512301
20,161,2021-02-01,2777,0,grischuk,4126025,13.0,0.0
21,162,2021-01-01,2777,0,grischuk,4126025,0.0,0.0
15,163,2021-07-01,2778,9,grischuk,4126025,1.0,0.0032397408207343412
16,164,2021-06-01,2776,0,grischuk,4126025,-2.0,0.0
19,165,2021-03-01,2777,0,grischuk,4126025,1.0,0.0
17,166,2021-05-01,2776,7,grischuk,4126025,-1.0,0.002521613832853026
11,167,2021-11-01,2773,0,grischuk,4126025,-3.0,0.0
12,168,2021-10-01,2773,7,grischuk,4126025,0.0,0.0025243418680129825
13,169,2021-09-01,2775,8,grischuk,4126025,2.0,0.002882882882882883
6,170,2022-04-01,2742,6,grischuk,4126025,-33.0,0.002188183807439825
2,171,2022-08-01,2745,0,grischuk,4126025,3.0,0.0
8,172,2022-02-01,2764,0,grischuk,4126025,19.0,0.0
9,173,2022-01-01,2764,0,grischuk,4126025,0.0,0.0
3,174,2022-07-01,2745,0,grischuk,4126025,-19.0,0.0
4,175,2022-06-01,2745,7,grischuk,4126025,0.0,0.0025500910746812386
7,176,2022-03-01,2758,6,grischuk,4126025,13.0,0.002175489485134155
5,177,2022-05-01,2742,0,grischuk,4126025,-16.0,0.0
0,178,2022-10-01,2745,0,grischuk,4126025,3.0,0.0
1,179,2022-09-01,2745,0,grischuk,4126025,0.0,0.0
110,1,2013-08-01,1291,14,gukesh,46616543,0.0,0.010844306738962044
